Unique Identifier,episode_ref,track_name,date,castaway_ref,std_artist,std_name
19890,2487,Small World by Ethel Merman,2/3/1964,1482,ethel merman,julie andrews
19891,2487,Casta diva (from Norma) by Vincenzo Bellini,2/3/1964,1482,vincenzo bellini,julie andrews
19892,2487,The Stripper by David Rose & His Orchestra,2/3/1964,1482,david rose his orchestra,julie andrews
19893,2487,Daphnis and Chloe by Maurice Ravel,2/3/1964,1482,maurice ravel,julie andrews
19894,2488,Dies irae (from Requiem Mass) by Giuseppe Verdi,1/27/1964,2244,giuseppe verdi,regina resnik
19895,2488,Violin Concerto in D major by Johannes Brahms,1/27/1964,2244,johannes brahms,regina resnik
19896,2488,O Nume Tutelar (from La vestale) by Gaspare Spontini,1/27/1964,2244,gaspare spontini,regina resnik
19897,2488,Bachianas brasileiras No. 5 by Heitor Villa-Lobos,1/27/1964,2244,heitor villa lobos,regina resnik
19898,2488,Symphony No. 7 in A major by Ludwig van Beethoven,1/27/1964,2244,ludwig van beethoven,regina resnik
19899,2488,Rachel! Quand de Signeur le Grace Tutelaire by Enrico Caruso,1/27/1964,2244,enrico caruso,regina resnik
19900,2488,Mock Mozart by Peter Ustinov & Anthony Hopkins,1/27/1964,2244,peter ustinov,regina resnik
19901,2488,Piano Concerto No. 2 in G major by Peter Ilyich Tchaikovsky,1/27/1964,2244,pyotr ilyich tchaikovsky,regina resnik
19902,2489,Hallelujah Chorus (from Messiah) by George Frideric Handel,1/20/1964,2265,george frideric handel,richard attenborough
19903,2489,Symphony No. 1 in A flat major by Edward Elgar,1/20/1964,2265,edward elgar,richard attenborough
19904,2489,Nutcracker Suite by Peter Ilyich Tchaikovsky,1/20/1964,2265,pyotr ilyich tchaikovsky,richard attenborough
19905,2489,Love in Bath - Hornpipe by George Frideric Handel/Beecham,1/20/1964,2265,george frideric handel,richard attenborough
19906,2489,Azualao by Gerard Souzay & Dalton Baldwin,1/20/1964,2265,souzay baldwin,richard attenborough
19907,2489,Swanee by Judy Garland,1/20/1964,2265,judy garland,richard attenborough
19908,2489,Were You There? by Ellabelle Davis,1/20/1964,2265,ellabelle davis,richard attenborough
19909,2489,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,1/20/1964,2265,ludwig van beethoven,richard attenborough
19910,2490,Sleeping Beauty - Act 3 Pas de deux by Peter Ilyich Tchaikovsky,1/13/1964,1593,pyotr ilyich tchaikovsky,leslie baily
19911,2490,Early One Morning by Peter Pears & Benjamin Britten,1/13/1964,1593,benjamin britten,leslie baily
19912,2490,The Lobster Quadrille from Alice in Wonderland by Lewis Carroll,1/13/1964,1593,lewis carroll,leslie baily
19913,2490,Last Night on the Back Porch by The Andrews Sisters,1/13/1964,1593,the andrews sisters,leslie baily
19914,2490,And the glory of the Lord (from Messiah) by George Frideric Handel,1/13/1964,1593,george frideric handel,leslie baily
19915,2490,Pineapple Poll by Arthur Sullivan/Mackerras,1/13/1964,1593,arthur sullivan,leslie baily
19916,2490,Violin Concerto in B Minor by Edward Elgar,1/13/1964,1593,edward elgar,leslie baily
19917,2490,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,1/13/1964,1593,sergey rachmaninov,leslie baily
19918,2491,Half a Sixpence by Tommy Steele & Marti Webb,1/6/1964,861,tommy steele,ethel revnell
19919,2491,I Remember It Well (from Gigi),1/6/1964,861,i remember it well from gigi,ethel revnell
19920,2491,The London I Love by Vera Lynn,1/6/1964,861,vera lynn,ethel revnell
19921,2491,Piano Concerto No. 1 in B flat minor by Peter Ilyich Tchaikovsky,1/6/1964,861,pyotr ilyich tchaikovsky,ethel revnell
19922,2491,April Showers by Judy Garland,1/6/1964,861,judy garland,ethel revnell
19923,2491,British Institutions: the Police by Tony Faye,1/6/1964,861,tony faye,ethel revnell
19924,2491,Soldiers of the Queen by Billy Cotton & His Band,1/6/1964,861,billy cotton,ethel revnell
19925,2491,Looking After the Baby by Ethel Revnell & Gracie West,1/6/1964,861,ethel revnell gracie west,ethel revnell
19926,2492,Sonatina by John Williams,1/4/1964,716,john williams,dorita pepe
19927,2492,I Saw Stars by Quintette du Hot Club de France,1/4/1964,716,quintette du hot club de france,dorita pepe
19928,2492,Toccata and Fugue in D Minor by Johann Sebastian Bach/Stokowski,1/4/1964,716,johann sebastian bach,dorita pepe
19929,2492,Huapango by Mexico Symphony Orchestra,1/4/1964,716,mexico symphony orchestra,dorita pepe
19930,2492,Mborayjhu Mombyry by Los Paraguayos,1/4/1964,716,los paraguayos,dorita pepe
19931,2492,Historia de un Amor by Los Panchos,1/4/1964,716,los panchos,dorita pepe
19932,2492,Ghosts by Johnny Dankworth & His Orchestra,1/4/1964,716,johnny dankworth his orchestra,dorita pepe
19933,2492,Memorias Mias by Los Tres Reyes,1/4/1964,716,los tres reyes,dorita pepe
19934,2493,Reconnaissance (from Carnaval) by Robert Schumann,12/30/1963,2139,robert schumann,phyllis sellick
19935,2493,Serenade To Music by Ralph Vaughan Williams,12/30/1963,2139,ralph vaughan williams,phyllis sellick
19936,2493,Piano Concerto No. 2 in B flat major by Johannes Brahms,12/30/1963,2139,johannes brahms,phyllis sellick
19937,2493,Piano Trio No. 1 in B flat major by Franz Schubert,12/30/1963,2139,franz schubert,phyllis sellick
19938,2493,Galop by Cyril Smith and Phylis Sellick,12/30/1963,2139,cyril smith,phyllis sellick
19939,2493,Concerto for Two Violins in D minor by Johann Sebastian Bach,12/30/1963,2139,johann sebastian bach,phyllis sellick
19940,2493,Symphony No. 5 in E flat major by Jean Sibelius,12/30/1963,2139,jean sibelius,phyllis sellick
19941,2493,Rhapsody on a Theme of Paganini by Sergey Rachmaninov,12/30/1963,2139,sergey rachmaninov,phyllis sellick
19942,2494,Entry of the Gladiators by Ringling Brothers Barnum & Bailey Circus Band,12/23/1963,1951,ringling brothers barnum bailey circus band,nicolai poliakoff
19943,2494,Kalinka by Red Army Ensemble,12/23/1963,1951,red army ensemble,nicolai poliakoff
19944,2494,Swan Lake by Peter Ilyich Tchaikovsky,12/23/1963,1951,pyotr ilyich tchaikovsky,nicolai poliakoff
19945,2494,The Anniversary Waltz by Joe Loss & His Orchestra,12/23/1963,1951,joe loss his orchestra,nicolai poliakoff
19946,2494,Madama Butterfly Act 2 (finale) by Giacomo Puccini,12/23/1963,1951,giacomo puccini,nicolai poliakoff
19947,2494,Ich Glaub' Nie Mehr an Eine Frau by Richard Tauber,12/23/1963,1951,richard tauber,nicolai poliakoff
19948,2494,Black Eyes by Balalaika Orchestra,12/23/1963,1951,balalaika orchestra,nicolai poliakoff
19949,2494,The Story of Charlie by Coco the Clown,12/23/1963,1951,coco the clown,nicolai poliakoff
19950,2495,Where'er you walk (from Semele) by George Frideric Handel,12/16/1963,1066,george frideric handel,harford montgomery hyde
19951,2495,"Divertimento in E flat major for String Trio, K 563 by Wolfgang Amadeus Mozart",12/16/1963,1066,wolfgang amadeus mozart,harford montgomery hyde
19952,2495,"Ruhe sanft, mein holdes Leben (from Zäide) by Wolfgang Amadeus Mozart",12/16/1963,1066,wolfgang amadeus mozart,harford montgomery hyde
19953,2495,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,12/16/1963,1066,wolfgang amadeus mozart,harford montgomery hyde
19954,2495,Dies Bildnis ist bezaubernd schön (from The Magic Flute) by Wolfgang Amadeus Mozart,12/16/1963,1066,wolfgang amadeus mozart,harford montgomery hyde
19955,2495,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,12/16/1963,1066,ludwig van beethoven,harford montgomery hyde
19956,2495,Waltz (from Eugene Onegin) by Peter Ilyich Tchaikovsky,12/16/1963,1066,pyotr ilyich tchaikovsky,harford montgomery hyde
19957,2495,The Lark in the Clear Air by Kenneth McKellar,12/16/1963,1066,kenneth mckellar,harford montgomery hyde
19958,2496,It Can Happen to You by Herb Ellis,12/9/1963,1884,herb ellis,millicent martin
19959,2496,Pomp & Circumstance March No. 4 in G major by Edward Elgar,12/9/1963,1884,edward elgar,millicent martin
19960,2496,Simpleton's Aria (from Boris Godunov) by Modest Mussorgsky,12/9/1963,1884,modest mussorgsky,millicent martin
19961,2496,Southside by Wardell Gray,12/9/1963,1884,wardell gray,millicent martin
19962,2496,In questa Reggia (from Turandot) by Giacomo Puccini,12/9/1963,1884,giacomo puccini,millicent martin
19963,2496,Under Milk Wood by Dylan Thomas,12/9/1963,1884,dylan thomas,millicent martin
19964,2496,I Am by Ronnie Carroll,12/9/1963,1884,ronnie carroll,millicent martin
19965,2496,Fugue in D minor by Johann Sebastian Bach,12/9/1963,1884,johann sebastian bach,millicent martin
19966,2497,Ancient Airs and Dances Suite No. 1 - 2nd movement by Ottorino Respighi,12/2/1963,2734,ottorino respighi,t r robinson
19967,2497,Trumpet Concerto in E flat major by Joseph Haydn,12/2/1963,2734,joseph haydn,t r robinson
19968,2497,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,12/2/1963,2734,antonin dvorak,t r robinson
19969,2497,"Ave Maria (Ellens Gesang III), D839 by Franz Schubert",12/2/1963,2734,franz schubert,t r robinson
19970,2497,The Gods Go a-Begging - Hornpipe by George Frideric Handel/Beecham,12/2/1963,2734,george frideric handel,t r robinson
19971,2497,Jack's Maggot by Country Dance Players,12/2/1963,2734,country dance players,t r robinson
19972,2497,The Infant King by King's College Chapel Choir,12/2/1963,2734,king s college chapel choir,t r robinson
19973,2497,The Old Clockmaker by Queen’s Hall Light Orchestra,12/2/1963,2734,queen s light orchestra,t r robinson
19974,2498,The Play of Daniel Overture by New York Pro Musica,11/25/1963,2354,new york pro musica,ron grainer
19975,2498,Brandenburg Concerto No. 4 In G Major by Johann Sebastian Bach,11/25/1963,2354,johann sebastian bach,ron grainer
19976,2498,Piano Quintet in F minor by Johannes Brahms,11/25/1963,2354,johannes brahms,ron grainer
19977,2498,Green (from Ariettes Oubliees) by Claude Debussy,11/25/1963,2354,claude debussy,ron grainer
19978,2498,La flûte enchantée (from Schéhérazade) by Maurice Ravel,11/25/1963,2354,maurice ravel,ron grainer
19979,2498,Symphonies of Wind Instruments by Igor Stravinsky,11/25/1963,2354,igor stravinsky,ron grainer
19980,2498,Spring Season by Ravi Shankar,11/25/1963,2354,ravi shankar,ron grainer
19981,2498,Flamenco Sketches by Charlie Parker's Reboppers,11/25/1963,2354,charlie parker,ron grainer
19982,2499,The Very Thought of You by Norrie Paramor & His Orchestra,11/18/1963,1034,norrie paramor his orchestra,gordon pirie
19983,2499,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,11/18/1963,1034,edward elgar,gordon pirie
19984,2499,Bei Mir Bist du Schon by Nina & Frederik,11/18/1963,1034,nina frederik,gordon pirie
19985,2499,El Cumbanchero by Caterina Valente,11/18/1963,1034,caterina valente,gordon pirie
19986,2499,Barcarolle (from Tales of Hoffman) by Jacques Offenbach,11/18/1963,1034,jacques offenbach,gordon pirie
19987,2499,"Non, Je Ne Regrette Rien by Édith Piaf",11/18/1963,1034,edith piaf,gordon pirie
19988,2499,Chariot by Petula Clark,11/18/1963,1034,petula clark,gordon pirie
19989,2499,Clair de lune (from Suite bergamasque) by Claude Debussy/Stokowski,11/18/1963,1034,claude debussy,gordon pirie
19990,2500,The Wand of Youth Suite No. 2 - March by Edward Elgar,11/11/1963,2696,edward elgar,stephen potter
19991,2500,A British tar is a soaring soul (from HMS Pinafore) by Arthur Sullivan,11/11/1963,2696,arthur sullivan,stephen potter
19992,2500,"String Quartet No. 4 in C minor, Op. 18/4 by Ludwig van Beethoven",11/11/1963,2696,ludwig van beethoven,stephen potter
19993,2500,The Shrovetide Fair (from Petrushka) by Igor Stravinsky,11/11/1963,2696,igor stravinsky,stephen potter
19994,2500,Concerto for Two Violins in D minor by Johann Sebastian Bach,11/11/1963,2696,johann sebastian bach,stephen potter
19995,2500,"Top Hat, White Tie And Tails by Fred Astaire",11/11/1963,2696,fred astaire,stephen potter
19996,2500,"Toccata, Adagio and Fugue in C Major by Johann Sebastian Bach",11/11/1963,2696,johann sebastian bach,stephen potter
19997,2500,Les Biches (finale) by Francis Poulenc,11/11/1963,2696,francis poulenc,stephen potter
19998,2501,You're the Top,11/4/1963,1325,you re the top,joan bennett
19999,2501,Chi il bel sogno di Doretta (from La Rondine) by Giacomo Puccini,11/4/1963,1325,giacomo puccini,joan bennett
20000,2501,The Banana Boat Song by Harry Belafonte,11/4/1963,1325,harry belafonte,joan bennett
20001,2501,The Road To Morocco,11/4/1963,1325,the road to morocco,joan bennett
20002,2501,Gonna Build a Mountain by Anthony Newley,11/4/1963,1325,anthony newley,joan bennett
20003,2501,My Romance,11/4/1963,1325,my romance,joan bennett
20004,2501,Thou Swell by Sammy Davis Jr.,11/4/1963,1325,sammy davis jr,joan bennett
20005,2501,If I Loved You by John Raitt,11/4/1963,1325,john raitt,joan bennett
20006,2502,At the Castle Gate (from Pelleas and Melisande) by Jean Sibelius,10/28/1963,2039,jean sibelius,patrick moore
20007,2502,Piano Concerto in A Minor by Edvard Grieg,10/28/1963,2039,edvard grieg,patrick moore
20008,2502,Princess Ida Overture by Arthur Sullivan,10/28/1963,2039,arthur sullivan,patrick moore
20009,2502,Dynamiden Waltz by Josef Strauss,10/28/1963,2039,josef strauss,patrick moore
20010,2502,"Etude in C minor, Op. 10/12 'Revolutionary'",10/28/1963,2039,frédéric chopin,patrick moore
20011,2502,Homage March (from Sigurd Jorsalfar) by Edvard Grieg,10/28/1963,2039,edvard grieg,patrick moore
20012,2502,Bad'ner Mad'ln Waltz by Karel Komzák II,10/28/1963,2039,karel komzak ii,patrick moore
20013,2502,Symphony No. 7 in E flat major by Peter Ilyich Tchaikovsky,10/28/1963,2039,pyotr ilyich tchaikovsky,patrick moore
20014,2503,"Royal Entrance into Westminster Abbey and Greeting 'Vivat, Vivat' by Coronation of HM Queen Elizabeth II",10/21/1963,19,coronation of hm queen elizabeth ii,admiral sir michael maynard denny
20015,2503,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,10/21/1963,19,antonin dvorak,admiral sir michael maynard denny
20016,2503,Dance of the Hours (from La Gioconda) by Amilcare Ponchielli,10/21/1963,19,amilcare ponchielli,admiral sir michael maynard denny
20017,2503,Nutcracker ballet - Act  2 Pas de deux by Peter Ilyich Tchaikovsky,10/21/1963,19,pyotr ilyich tchaikovsky,admiral sir michael maynard denny
20018,2503,Um Mitternacht (from Rückert-Lieder) by Gustav Mahler,10/21/1963,19,gustav mahler,admiral sir michael maynard denny
20019,2503,Le sommeil de Juliette (from Romeo and Juliet) by Charles-François Gounod,10/21/1963,19,charles francois gounod,admiral sir michael maynard denny
20020,2503,Symphony No. 3 in C minor 'Organ' by Camille Saint-Saëns,10/21/1963,19,camille saint saens,admiral sir michael maynard denny
20021,2503,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",10/21/1963,19,edward elgar,admiral sir michael maynard denny
20022,2504,Syrinx by Claude Debussy,10/19/1963,1984,claude debussy,norman shelley
20023,2504,The Merry Wives of Windsor Overture by Otto Nicolai,10/19/1963,1984,otto nicolai,norman shelley
20024,2504,Steal Away by Paul Robeson,10/19/1963,1984,paul robeson,norman shelley
20025,2504,Symphony No. 3 in E flat major 'Eroica' by Ludwig van Beethoven,10/19/1963,1984,ludwig van beethoven,norman shelley
20026,2504,Three Cheers for Pooh by Norman Shelley & David Davis,10/19/1963,1984,norman shelley david davis,norman shelley
20027,2504,A Midsummer Nights Dream Overture by Felix Mendelssohn,10/19/1963,1984,felix mendelssohn,norman shelley
20028,2504,Would I Might Be Hanged (The Beggar's Opera) by John Gay,10/19/1963,1984,john gay,norman shelley
20029,2504,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",10/19/1963,1984,johann sebastian bach,norman shelley
20030,2505,Pepito by Los Machucambos,10/14/1963,2024,los machucambos,pat moss
20031,2505,These Foolish Things by Nat King Cole,10/14/1963,2024,nat king cole,pat moss
20032,2505,There Will Never Be Another You by Keely Smith,10/14/1963,2024,keely smith,pat moss
20033,2505,Ave Maria by Charles-François Gounod,10/14/1963,2024,charles francois gounod,pat moss
20034,2505,Easy to Love by Ray Conniff and His Orchestra,10/14/1963,2024,ray conniff,pat moss
20035,2505,Misty by Johnny Mathis,10/14/1963,2024,johnny mathis,pat moss
20036,2505,Quando Quando Quando by Marino Marini ed il suo Quartetto,10/14/1963,2024,marino marini ed il suo quartetto,pat moss
20037,2506,My Very Good Friend the Milkman by Fats Waller,10/7/1963,266,fats waller,bernard cribbins
20038,2506,The Flogging Reel by Frank Lee's Tara Ceilidh Orchestra,10/7/1963,266,frank lee s tara ceilidh orchestra,bernard cribbins
20039,2506,Daphnis and Chloe -Daybreak by Maurice Ravel,10/7/1963,266,maurice ravel,bernard cribbins
20040,2506,Come Rain Or Come Shine by Judy Garland,10/7/1963,266,judy garland,bernard cribbins
20041,2506,Skylark by Hoagy Carmichael,10/7/1963,266,hoagy carmichael,bernard cribbins
20043,2506,Gavotte from Partita in E Major for Unaccompanied Violin by Johann Sebastian Bach/Segovia,10/7/1963,266,johann sebastian bach,bernard cribbins
20044,2506,Dishonoured by The Goons,10/7/1963,266,the goons,bernard cribbins
20045,2507,Red Sails in the Sunset by Bing Crosby,9/30/1963,1047,bing crosby,group captain leonard cheshire
20046,2507,Clair de lune (from Suite bergamasque) by Claude Debussy,9/30/1963,1047,claude debussy,group captain leonard cheshire
20047,2507,Waltzing Matilda by Leslie Ross Singers,9/30/1963,1047,leslie ross singers,group captain leonard cheshire
20048,2507,"Silent Night, Holy Night by Royal Albert Hall Choral Society",9/30/1963,1047,royal albert hall choral society,group captain leonard cheshire
20049,2507,Rapuk Tal by Ravi Shankar,9/30/1963,1047,ravi shankar,group captain leonard cheshire
20050,2507,Elizabethan Serenade by Ron Goodwin and His Concert Orchestra,9/30/1963,1047,ron goodwin,group captain leonard cheshire
20051,2507,"Christus Factus Est by Choir of the Carmelite Priory, London",9/30/1963,1047,choir of the carmelite priory london,group captain leonard cheshire
20052,2507,"Salve Regina by Choir of the Institute of St Gregory, Lyon",9/30/1963,1047,choir of the institute of st gregory lyon,group captain leonard cheshire
20053,2508,Mass in B minor - Et in unum Dominum by Johann Sebastian Bach,9/16/1963,1978,johann sebastian bach,norman del mar
20054,2508,Die Walküre Act 3,9/16/1963,1978,richard wagner,norman del mar
20055,2508,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,9/16/1963,1978,ludwig van beethoven,norman del mar
20056,2508,Orest! Wer bist denn du? (from Elektra) by Richard Strauss,9/16/1963,1978,richard strauss,norman del mar
20057,2508,String Quartet No. 3,9/16/1963,1978,string quartet no 3,norman del mar
20058,2508,Quel viso santo (from Otello) by Giuseppe Verdi,9/16/1963,1978,giuseppe verdi,norman del mar
20059,2508,Le marteau sans maître by Pierre Boulez,9/16/1963,1978,pierre boulez,norman del mar
20060,2508,A Transport of Delight by Flanders and Swann,9/16/1963,1978,flanders and swann,norman del mar
20061,2509,Some Day My Prince Will Come by The Dave Brubeck Quartet,9/9/1963,2231,dave brubeck,raymond baxter
20062,2509,Enigma Variations by Edward Elgar,9/9/1963,2231,edward elgar,raymond baxter
20063,2509,The Darktown Strutters Ball by Mugsy Spanier's Ragtimers,9/9/1963,2231,mugsy spanier s ragtimers,raymond baxter
20064,2509,I Was Glad by Hubert Parry,9/9/1963,2231,hubert parry,raymond baxter
20065,2509,Symphony No. 5 in E flat major by Jean Sibelius,9/9/1963,2231,jean sibelius,raymond baxter
20066,2509,Tales of Men's Shirts by The Goons,9/9/1963,2231,the goons,raymond baxter
20067,2509,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,9/9/1963,2231,sergey rachmaninov,raymond baxter
20068,2509,Violin Concerto No. 1 in G minor by Max Bruch,9/9/1963,2231,max bruch,raymond baxter
20069,2510,Blame it on the Bossa Nova by Eydie Gormé,9/2/1963,2669,eydie gorme,sophie tucker
20070,2510,The Surrey with the Fringe on Top by Lena Horne,9/2/1963,2669,lena horne,sophie tucker
20071,2510,As Long as He Needs Me by Shirley Bassey,9/2/1963,2669,shirley bassey,sophie tucker
20072,2510,The Second Time Around by Frank Sinatra,9/2/1963,2669,frank sinatra,sophie tucker
20073,2510,The Garden of Eden by Frankie Vaughan,9/2/1963,2669,frankie vaughan,sophie tucker
20074,2510,Bachelor Boy by Sir Cliff Richard,9/2/1963,2669,sir cliff richard,sophie tucker
20075,2510,Cannibal Pot by Tommy Steele,9/2/1963,2669,tommy steele,sophie tucker
20076,2510,Some of These Days by Sophie Tucker,9/2/1963,2669,sophie tucker,sophie tucker
20077,2511,Cantata No. 82: Ich habe genug by Johann Sebastian Bach,8/26/1963,746,johann sebastian bach,dr reginald jacques
20078,2511,Symphony No. 41 in C major 'Jupiter' by Wolfgang Amadeus Mozart,8/26/1963,746,wolfgang amadeus mozart,dr reginald jacques
20079,2511,Cockaigne Overture by Edward Elgar,8/26/1963,746,edward elgar,dr reginald jacques
20080,2511,"St Matthew Passion - O Mensch, bewein' dein' Sünde gross by Johann Sebastian Bach",8/26/1963,746,johann sebastian bach,dr reginald jacques
20081,2511,St Matthew Passion - Erbarme dich by Johann Sebastian Bach,8/26/1963,746,johann sebastian bach,dr reginald jacques
20082,2511,On Hearing The First Cuckoo In Spring by Frederick Delius,8/26/1963,746,frederick delius,dr reginald jacques
20083,2511,A more humane Mikado (from The Mikado) by Arthur Sullivan,8/26/1963,746,arthur sullivan,dr reginald jacques
20084,2511,Symphony No. 1 'Sea Symphony' by Ralph Vaughan Williams,8/26/1963,746,ralph vaughan williams,dr reginald jacques
20085,2512,It Had to Be You by Count Basie & His Orchestra,8/24/1963,2474,count basie,scobie breasley
20086,2512,"Tie Me Kangaroo Down, Sport by Leslie Ross Singers",8/24/1963,2474,leslie ross singers,scobie breasley
20087,2512,Did You Ever See a Dream Walking? by Maurice Chevalier,8/24/1963,2474,maurice chevalier,scobie breasley
20088,2512,Don't Fence Me In by Bing Crosby & The Andrews Sisters,8/24/1963,2474,the andrews sisters,scobie breasley
20089,2512,In Heimatstil by Erika Feldman & Heidi Benz,8/24/1963,2474,erika feldman heidi benz,scobie breasley
20090,2512,Too Young by Joni James,8/24/1963,2474,joni james,scobie breasley
20091,2512,Commentary of the Finish of the 1949 Derby by Raymond Glendenning,8/24/1963,2474,raymond glendenning,scobie breasley
20092,2512,Aloha Oe by Hawaiian Islanders,8/24/1963,2474,hawaiian islanders,scobie breasley
20093,2513,Over the Rainbow by Judy Garland,8/19/1963,1038,judy garland,graham hill
20094,2513,When the Saints Go Marching In by Chris Barber’s Jazz Band,8/19/1963,1038,chris barber,graham hill
20095,2513,Wouldn't It Be Loverly? by Julie Andrews,8/19/1963,1038,julie andrews,graham hill
20096,2513,Finlandia by Jean Sibelius,8/19/1963,1038,jean sibelius,graham hill
20097,2513,Let There Be Love by Nat King Cole,8/19/1963,1038,nat king cole,graham hill
20098,2513,"Nocturne in E flat major, Op. 9/2",8/19/1963,1038,frédéric chopin,graham hill
20099,2513,Eton Boating Song by Eton College Musical Society,8/19/1963,1038,eton college,graham hill
20100,2513,The Blood Donor (from Hancock's Half Hour) by Tony Hancock and Company,8/19/1963,1038,tony hancock,graham hill
20101,2514,Underneath The Arches by Flanagan and Allen,8/12/1963,2535,flanagan and allen,sir charles maclean
20102,2514,Hark! The herald angels sing by Felix Mendelssohn/Cummings,8/12/1963,2535,felix mendelssohn,sir charles maclean
20103,2514,The Hebrides Overture (Fingal's Cave) by Felix Mendelssohn,8/12/1963,2535,felix mendelssohn,sir charles maclean
20104,2514,The Fiddler's Joy / Johnny MacDonald by Massed Pipers of the Scots Guards,8/12/1963,2535,the scots guards,sir charles maclean
20105,2514,Sail Your Dreamboat by The Gang,8/12/1963,2535,the gang,sir charles maclean
20106,2514,Toccata (from Organ Symphony No. 5 in F minor) by Charles-Marie Widor,8/12/1963,2535,charles marie widor,sir charles maclean
20107,2514,Anywhere I Wander by Danny Kaye,8/12/1963,2535,danny kaye,sir charles maclean
20109,2515,Cecilia by “Whispering” Jack Smith,8/5/1963,1149,whispering jack smith,ian fleming
20110,2515,Dinah by The Revellers,8/5/1963,1149,the revellers,ian fleming
20111,2515,La Vie En Rose by Édith Piaf,8/5/1963,1149,edith piaf,ian fleming
20112,2515,If I Didn't Care by The Ink Spots,8/5/1963,1149,the ink spots,ian fleming
20113,2515,This Ole House by Rosemary Clooney,8/5/1963,1149,rosemary clooney,ian fleming
20114,2515,Theme from A Summer Place by Billy Vaughn,8/5/1963,1149,billy vaughn,ian fleming
20115,2515,The Third Man Theme by Anton Karas,8/5/1963,1149,anton karas,ian fleming
20116,2515,The Darktown Strutters Ball by Joe “Fingers” Carr,8/5/1963,1149,joe fingers carr,ian fleming
20117,2516,The Royal Artillery Slow March by The Royal Artillery Band,7/27/1963,389,the band,carleton hobbs
20118,2516,If You Were the Only Girl in the World by Violet Loraine & George Robey,7/27/1963,389,george robey violet loraine,carleton hobbs
20119,2516,Londonderry Air (Danny Boy) by Fritz Kreisler,7/27/1963,389,fritz kreisler,carleton hobbs
20120,2516,I have attained the highest power (from Boris Godunov) by Modest Mussorgsky,7/27/1963,389,modest mussorgsky,carleton hobbs
20121,2516,C'est le destin peut-être (from The Three Waltzes) by Oscar Straus,7/27/1963,389,oscar straus,carleton hobbs
20122,2516,Begin The Beguine by Leslie “Hutch” Hutchinson,7/27/1963,389,leslie hutch hutchinson,carleton hobbs
20123,2516,Jede Frau hat irgend eine Sehnsucht by Oscar Straus,7/27/1963,389,oscar straus,carleton hobbs
20124,2516,When a wooer goes a-wooing (from The Yeomen of the Guard) by Arthur Sullivan,7/27/1963,389,arthur sullivan,carleton hobbs
20125,2517,Méditation (from Thaïs) by Jules Massenet,7/22/1963,2880,jules massenet,vivienne
20126,2517,In questa Reggia (from Turandot) by Giacomo Puccini,7/22/1963,2880,giacomo puccini,vivienne
20127,2517,"Royal Entrance into Westminster Abbey and Greeting 'Vivat, Vivat' by Coronation of HM Queen Elizabeth II",7/22/1963,2880,coronation of hm queen elizabeth ii,vivienne
20128,2517,The Walk to the Paradise Garden (from A Village Romeo and Juliet) by Frederick Delius,7/22/1963,2880,frederick delius,vivienne
20129,2517,Vissi d'arte (from Tosca) by Giacomo Puccini,7/22/1963,2880,giacomo puccini,vivienne
20130,2517,These Foolish Things by Leslie “Hutch” Hutchinson,7/22/1963,2880,leslie hutch hutchinson,vivienne
20131,2517,Violin Concerto in D major by Ludwig van Beethoven,7/22/1963,2880,ludwig van beethoven,vivienne
20132,2517,Liebesträum No. 3 in A flat major by Franz Liszt,7/22/1963,2880,franz liszt,vivienne
20133,2518,Die Meistersinger von Nürnberg Overture,7/15/1963,989,richard wagner,geraint evans
20134,2518,Under Milk Wood by Dylan Thomas,7/15/1963,989,dylan thomas,geraint evans
20135,2518,Marie Theres'! Hab' mir's gelobt (Act 3 Trio) (from Der Rosenkavalier) by Richard Strauss,7/15/1963,989,richard strauss,geraint evans
20136,2518,Ma Belle Marguerite by Georges Guétary,7/15/1963,989,georges guetary,geraint evans
20137,2518,La traviata Prelude to Act 1 by Giuseppe Verdi,7/15/1963,989,giuseppe verdi,geraint evans
20138,2518,Little White Bull by Tommy Steele,7/15/1963,989,tommy steele,geraint evans
20139,2518,Aberystwyth by Massed Welsh Choirs,7/15/1963,989,massed choirs,geraint evans
20140,2518,The Marriage of Figaro Overture by Wolfgang Amadeus Mozart,7/15/1963,989,wolfgang amadeus mozart,geraint evans
20141,2519,The Folks Who Live on the Hill by Peggy Lee,7/13/1963,1523,peggy lee,ken dodd
20143,2519,The Floral Dance by Peter Dawson,7/13/1963,1523,peter dawson,ken dodd
20144,2519,"Fantaisie-Impromptu in C sharp minor, Op. 66",7/13/1963,1523,frédéric chopin,ken dodd
