,episode_ref,track_name,trackNo,favourite,artist,disc,date,name,castaway_ref,std_artist,std_disc,std_name,disc_ref
21667,2709,Concerto for Two Violins in D minor by Johann Sebastian Bach,8,0,,,4/27/1959,,1760,johann sebastian bach,johann sebastian bach  #  concerto in d minor,marjorie westbury,6079
21668,2710,Fantasia in C minor by Johann Sebastian Bach,1,0,,,4/20/1959,,2827,johann sebastian bach,johann sebastian bach  #  fantasia in c minor,tyrone guthrie,6090
21669,2710,Fern Hill by Dylan Thomas,2,0,,,4/20/1959,,2827,dylan thomas,dylan thomas  #  fern hill,tyrone guthrie,2917
21670,2710,"Stop Yer Tickling, Jock by Sir Harry Lauder",3,0,,,4/20/1959,,2827,sir harry lauder,sir harry lauder  #  stop yer tickling jock,tyrone guthrie,10895
21671,2710,I Remember by Wolfgang Amadeus Mozart,4,0,,,4/20/1959,,2827,wolfgang amadeus mozart,wolfgang amadeus mozart  #  i remember,tyrone guthrie,13075
21672,2710,La fleur que tu m'avais jetée (Flower Song) (from Carman) by Georges Bizet,5,0,,,4/20/1959,,2827,georges bizet,georges bizet  #  carman,tyrone guthrie,4544
21673,2710,Anna Livia Plurabelle from Finnegans Wake by James Joyce,6,0,,,4/20/1959,,2827,james joyce,james joyce  #  finnegans wake,tyrone guthrie,5662
21674,2710,The Kiddies Go Carolling by Harry Hemsley,7,0,,,4/20/1959,,2827,harry hemsley,harry hemsley  #  the kiddies go carolling,tyrone guthrie,5088
21675,2710,Concerto for Two Violins in D minor by Johann Sebastian Bach,8,1,,,4/20/1959,,2827,johann sebastian bach,johann sebastian bach  #  concerto in d minor,tyrone guthrie,6079
21676,2711,Piano Quintet in E Flat major by Robert Schumann,1,0,,,3/16/1959,,857,robert schumann,robert schumann  #  piano quintet,ernest thesiger,10232
21677,2711,Richard Wagner - Selig wie die Sonne (from Die Meistersinger von Nürnberg),2,1,,,3/16/1959,,857,richard wagner,richard wagner  #  die meistersinger von nurnberg,ernest thesiger,10117
21678,2711,Romeo and Juliet by Sergei Prokofiev,3,0,,,3/16/1959,,857,sergei prokofiev,sergei prokofiev  #  romeo and juliet,ernest thesiger,10659
21679,2711,L'invitation au voyage by Henri Duparc,4,0,,,3/16/1959,,857,henri duparc,henri duparc  #  l invitation au voyage,ernest thesiger,5175
21680,2711,The Dream Of Gerontius (Prelude) by Edward Elgar,5,0,,,3/16/1959,,857,edward elgar,edward elgar  #  the dream of gerontius,ernest thesiger,3093
21681,2711,Tosca Act 3 Prelude by Giacomo Puccini,6,0,,,3/16/1959,,857,giacomo puccini,giacomo puccini  #  tosca act 3,ernest thesiger,4674
21682,2711,"O Principe, che a lunghe carovane (from Turandot) by Giacomo Puccini",7,0,,,3/16/1959,,857,giacomo puccini,giacomo puccini  #  turandot,ernest thesiger,4675
21683,2711,Westminster (from London Suite) by Eric Coates,8,0,,,3/16/1959,,857,eric coates,eric coates  #  london suite,ernest thesiger,3444
21684,2712,Warsaw Concerto by Richard Addinsell,1,0,,,3/9/1959,,1463,richard addinsell,richard addinsell  #  warsaw concerto,judy grinham,10021
21685,2712,This Nearly Was Mine by Giorgio Tozzi,2,0,,,3/9/1959,,1463,giorgio tozzi,giorgio tozzi  #  this nearly was mine,judy grinham,4718
21686,2712,Just An Old Fashioned Girl by Eartha Kitt,3,0,,,3/9/1959,,1463,eartha kitt,eartha kitt  #  just an old fashioned girl,judy grinham,2954
21687,2712,You'll Never Walk Alone (Finale) by Shirley Jones,4,0,,,3/9/1959,,1463,shirley jones,shirley jones  #  you ll never walk alone,judy grinham,10795
21688,2712,Big Man by The Four Preps,5,0,,,3/9/1959,,1463,the four preps,the four preps  #  big man,judy grinham,11759
21689,2712,O mio babbino caro (from Gianni Schicchi) by Giacomo Puccini,6,0,,,3/9/1959,,1463,giacomo puccini,giacomo puccini  #  gianni schicchi,judy grinham,4650
21690,2712,J'Attendrai by Tino Rossi,7,0,,,3/9/1959,,1463,tino rossi,tino rossi  #  j attendrai,judy grinham,12343
21691,2712,Ev'ry Time We Say Goodbye by Ella Fitzgerald,8,1,,,3/9/1959,,1463,ella fitzgerald,ella fitzgerald  #  ev ry time we say goodbye,judy grinham,3187
21692,2713,Donna Diana (Overture) by Emil Nikolaus von Reznicek,1,0,,,2/23/1959,,2096,emil nikolaus von reznicek,emil nikolaus von reznicek  #  donna diana,peter cushing,3353
21693,2713,Johann Strauss II - In Feuerstrom der Reben (from Die Fledermaus),2,0,,,2/23/1959,,2096,johann strauss ii,johann strauss ii  #  die fledermaus,peter cushing,6204
21694,2713,Symphony No. 1 in E minor by Jean Sibelius,3,1,,,2/23/1959,,2096,jean sibelius,jean sibelius  #  symphony no 1 in e minor,peter cushing,5743
21695,2713,I'm a Vulture for Horticulture by Jimmy Durante,4,0,,,2/23/1959,,2096,jimmy durante,jimmy durante  #  i m a vulture for horticulture,peter cushing,5871
21696,2713,Der Rosenkavalier Act 2 Waltzes by Richard Strauss,5,0,,,2/23/1959,,2096,richard strauss,richard strauss  #  der rosenkavalier act 2,peter cushing,10063
21697,2713,El Limpiabotas by Cuates Castilla,6,0,,,2/23/1959,,2096,cuates castilla,cuates castilla  #  el limpiabotas,peter cushing,2313
21698,2713,I'll Follow My Secret Heart by Noel Coward & Yvonne Printemps,7,0,,,2/23/1959,,2096,yvonne printemps,yvonne printemps  #  i ll follow my secret heart,peter cushing,13257
21699,2713,Royal Hunt and Storm (from The Trojans) by Hector Berlioz,8,0,,,2/23/1959,,2096,hector berlioz,hector berlioz  #  the trojans,peter cushing,5152
21700,2714,Mad Scene (from Lucia Di Lammermoor) by Gaetano Donizetti,1,0,,,2/16/1959,,1395,gaetano donizetti,gaetano donizetti  #  lucia di lammermoor,john morris,4311
21701,2714,"Frédéric Chopin - Piano Sonata No. 2 in B flat minor, Op. 35",2,1,,,2/16/1959,,1395,frederic chopin,frederic chopin  #  piano sonata in b minor,john morris,4198
21702,2714,"Les Dialogues des Carmélites Act 1, Scene 3 by Francis Poulenc",3,0,,,2/16/1959,,1395,francis poulenc,francis poulenc  #  les dialogues des carmelites,john morris,3774
21703,2714,Russian Dance (from Petrushka) by Igor Stravinsky,4,0,,,2/16/1959,,1395,igor stravinsky,igor stravinsky  #  petrushka,john morris,5422
21704,2714,"Morgen, Op. 27/4 by Richard Strauss",5,0,,,2/16/1959,,1395,richard strauss,richard strauss  #  morgen op 27 4,john morris,10081
21705,2714,Violin Concerto by Alban Berg,6,0,,,2/16/1959,,1395,alban berg,alban berg  #  violin concerto,john morris,157
21706,2714,Grossmächtige Prinzessin (from Ariadne auf Naxos) by Richard Strauss,7,0,,,2/16/1959,,1395,richard strauss,richard strauss  #  ariadne auf naxos,john morris,10059
21707,2714,Serenade No 11 in E flat major for Wind Instruments by Wolfgang Amadeus Mozart,8,0,,,2/16/1959,,1395,wolfgang amadeus mozart,wolfgang amadeus mozart  #  serenade no 11 in e flat major for wind instruments,john morris,13126
21708,2715,It's All Right With Me by Lena Horne,1,1,,,1/12/1959,,2362,lena horne,lena horne  #  its all right with me,ronald searle,7207
21709,2715,De L'Autre Cote de la Rue by Édith Piaf,2,0,,,1/12/1959,,2362,edith piaf,edith piaf  #  de l autre cote de la rue,ronald searle,3009
21710,2715,Piano Concerto in A Minor by Edvard Grieg,3,0,,,1/12/1959,,2362,edvard grieg,edvard grieg  #  piano concerto,ronald searle,3059
21711,2715,"Ding, Dong, Ding by King's College Chapel Choir",4,0,,,1/12/1959,,2362,king s college chapel choir,king s college chapel choir  #  ding dong ding,ronald searle,7009
21712,2715,Half the Fun by Duke Ellington & His Orchestra,5,0,,,1/12/1959,,2362,duke ellington,duke ellington  #  half the fun,ronald searle,2860
21713,2715,"Bess, you is my woman now (from Porgy and Bess) by Todd Duncan & Anne Brown",6,0,,,1/12/1959,,2362,anne brown,anne brown  #  porgy bess,ronald searle,405
21714,2715,Fountains of Rome by Ottorino Respighi,7,0,,,1/12/1959,,2362,ottorino respighi,ottorino respighi  #  fountains of rome,ronald searle,9071
21715,2715,On the Sunny Side of the Street by Louis Armstrong & His All-Stars,8,0,,,1/12/1959,,2362,louis armstrong,louis armstrong  #  on the sunny side of the street,ronald searle,7577
21716,2716,Symphony No. 4 In F Minor by Peter Ilyich Tchaikovsky,1,1,,,12/29/1958,,2462,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  symphony no 4 in f minor,sandy macpherson,9491
21717,2716,White Christmas by Bing Crosby,2,0,,,12/29/1958,,2462,bing crosby,bing crosby  #  white christmas,sandy macpherson,1283
21718,2716,The Wedding of the Painting Doll by Frank Chacksfield & His Orchestra,3,0,,,12/29/1958,,2462,frank chacksfield his orchestra,frank chacksfield his orchestra  #  the wedding,sandy macpherson,3808
21719,2716,Scherzo (from A Midsummer Night's Dream) by Felix Mendelssohn,4,0,,,12/29/1958,,2462,felix mendelssohn,felix mendelssohn  #  a midsummer nights dream,sandy macpherson,3636
21720,2716,Brazil by George Wright,5,0,,,12/29/1958,,2462,george wright,george wright  #  brazil,sandy macpherson,4540
21721,2716,The Creed by Choir of the Russian Church of the Metropolitan of Paris,6,0,,,12/29/1958,,2462,choir of russian church of the metropolitan of paris,choir of russian church of the metropolitan of paris  #  the creed,sandy macpherson,1983
21722,2716,Recording of Sparkie Williams - 1958 champion talking budgerigar by Unknown,7,0,,,12/29/1958,,2462,unknown,unknown  #  recording of sparkie williams 1958 champion talking budgerigar,sandy macpherson,12593
21723,2716,Wouldn't It Be Loverly? by Julie Andrews,8,0,,,12/29/1958,,2462,julie andrews,julie andrews  #  wouldn t it be loverly,sandy macpherson,6803
21724,2717,"Chorale Prelude: Liebster jesu, wir sind hier by Johann Sebastian Bach",1,1,,,12/15/1958,,8,johann sebastian bach,johann sebastian bach  #  chorale prelude liebster jesu wir sind hier,aaron copland,6063
21725,2717,When I am laid in earth (Dido's Lament) (from Dido and Aeneas) by Henry Purcell,2,0,,,12/15/1958,,8,henry purcell,henry purcell  #  dido and aeneas,aaron copland,5211
21726,2717,"Les collines d'Anacapri (from Preludes, Book 1) by Claude Debussy",3,0,,,12/15/1958,,8,claude debussy,claude debussy  #  preludes book 1,aaron copland,2118
21727,2717,33 Variations on a Waltz by Diabelli - Variation No. 24 by Ludwig van Beethoven,4,0,,,12/15/1958,,8,diabelli by ludwig van beethoven,diabelli by ludwig van beethoven  #  33 variations on a waltz,aaron copland,2563
21728,2717,Flight into Egypt (from The Childhood of Christ) by Hector Berlioz,5,0,,,12/15/1958,,8,hector berlioz,hector berlioz  #  the childhood of christ,aaron copland,5150
21729,2717,Symphony of Psalms - 3rd movement by Igor Stravinsky,6,0,,,12/15/1958,,8,igor stravinsky,igor stravinsky  #  symphony of psalms,aaron copland,5427
21730,2717,Five Orchestral Pieces - No. 4 by Arnold Schoenberg,7,0,,,12/15/1958,,8,arnold schoenberg,arnold schoenberg  #  five orchestral pieces no 4,aaron copland,582
21731,2717,Symphony No. 3 by Aaron Copland,8,0,,,12/15/1958,,8,aaron copland,aaron copland  #  symphony no 3,aaron copland,36
21732,2718,I Get A Kick Out Of You by Billy Daniels,1,0,,,2/13/1953,,1276,billy daniels,billy daniels  #  i get a kick out of you,jean carson,1192
21733,2718,Over The Rainbow by Judy Garland,2,0,,,2/13/1953,,1276,judy garland,judy garland  #  over the rainbow,jean carson,6746
21734,2718,Portrait Of Jennie by Nat King Cole,3,0,,,2/13/1953,,1276,nat king cole,nat king cole  #  portrait of jennie,jean carson,8622
21735,2718,My Heart Sings by Kathryn Grayson,4,0,,,2/13/1953,,1276,kathryn grayson,kathryn grayson  #  my heart sings,jean carson,6908
21736,2718,Pot Luck by Johnny Brandon,5,0,,,2/13/1953,,1276,johnny brandon,johnny brandon  #  pot luck,jean carson,6512
21737,2718,It ain't necessarily so (from Porgy and Bess) by Lawrence Tibbett,6,0,,,2/13/1953,,1276,lawrence tibbett,lawrence tibbett  #  porgy and bess,jean carson,7151
21738,2718,I'll See You Again by Noël Coward,7,0,,,2/13/1953,,1276,noel coward,noel coward  #  i ll see you again,jean carson,8863
21739,2718,When Your Lover Has Gone by Frank Sinatra,8,0,,,2/13/1953,,1276,frank sinatra,frank sinatra  #  when your lover has gone,jean carson,3941
21740,2718,The Jitterbug by Judy Garland,9,0,,,2/13/1953,,1276,judy garland,judy garland  #  the jitterbug,jean carson,6752
21741,2718,Too Marvelous For Words by Billy Daniels,10,1,,,2/13/1953,,1276,billy daniels,billy daniels  #  too marvelous for words,jean carson,1193
21742,2719,Concerto for Two Violins in D minor by Johann Sebastian Bach,1,0,,,10/30/1951,,480,johann sebastian bach,johann sebastian bach  #  concerto in d minor,clemence dane,6079
21743,2719,Voi che sapete (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,2,0,,,10/30/1951,,480,wolfgang amadeus mozart,wolfgang amadeus mozart  #  the marriage of figaro,clemence dane,13164
21744,2719,Apollon musagète by Igor Stravinsky,3,0,,,10/30/1951,,480,igor stravinsky,igor stravinsky  #  apollon musagete,clemence dane,5413
21745,2719,Private Lives (Love Scene) by Noel Coward & Gertrude Lawrence,4,0,,,10/30/1951,,480,noel coward,noel coward  #  private lives,clemence dane,8876
21746,2719,Tune In G by The Mantovani Orchestra,5,0,,,10/30/1951,,480,the mantovani orchestra,the mantovani orchestra  #  tune in g,clemence dane,11910
21747,2719,"Unknown - Acclamation and Fanfare, Coronation Of King George VI and Queen Elizabeth",6,0,,,10/30/1951,,480,unknown,unknown  #  acclamation and fanfare coronation of king george vi and queen elizabeth,clemence dane,12582
21748,2719,Symphony No. 5 in D major by Ralph Vaughan Williams,7,0,,,10/30/1951,,480,ralph vaughan williams,ralph vaughan williams  #  symphony no 5,clemence dane,9865
21749,2719,Shall I Compare Thee to a Summers Day? (Sonnet 18) by William Shakespeare,8,1,,,10/30/1951,,480,william shakespeare,william shakespeare  #  sonnet 18 shall i compare thee,clemence dane,12959
21750,2720,Piano Quartet No. 1 in C minor by Gabriel Fauré,1,,,,10/23/1951,,992,gabriel faure,gabriel faure  #  piano quartet,gerald moore,4295
21751,2720,O Peaceful England by Gladys Ripley,2,,,,10/23/1951,,992,gladys ripley,gladys ripley  #  o peaceful england,gerald moore,4786
21752,2720,Upon Westminster Bridge by Edith Evans,3,,,,10/23/1951,,992,edith evans,edith evans  #  upon westminster bridge,gerald moore,3004
21753,2720,Will You Walk A Little Faster by George Baker & Gerald Moore,4,,,,10/23/1951,,992,george baker,george baker  #  will you walk a little faster,gerald moore,4386
21754,2720,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,5,,,,10/23/1951,,992,ludwig van beethoven,ludwig van beethoven  #  symphony no 6 in f major,gerald moore,7739
21755,2720,Air De La Lettre by Yvonne Printemps,6,,,,10/23/1951,,992,yvonne printemps,yvonne printemps  #  air de la lettre,gerald moore,13255
21756,2720,Nymphs and Shepherds (from The Libertine) by Henry Purcell,7,,,,10/23/1951,,992,henry purcell,henry purcell  #  the libertine,gerald moore,5230
21757,2720,Orchestral Suite No. 3 in D major - 2nd movement  (Air on a G string) by Johann Sebastian Bach,8,,,,10/23/1951,,992,johann sebastian bach,johann sebastian bach  #  orchestral suite no 3 in d major,gerald moore,6118
21758,2721,O soave fanciulla (from La Bohème) by Giacomo Puccini,1,,,,10/9/1951,,1104,giacomo puccini,giacomo puccini  #  la boheme,henry kendall,4653
21759,2721,Love Will Find A Way by José Collins,2,,,,10/9/1951,,1104,jose collins,jose collins  #  love will find a way,henry kendall,6605
21760,2721,Let's Face the Music and Dance by Fred Astaire,3,,,,10/9/1951,,1104,fred astaire,fred astaire  #  the dance,henry kendall,4137
21761,2721,Pavane pour une infante défunte by Maurice Ravel,4,,,,10/9/1951,,1104,maurice ravel,maurice ravel  #  pavane pour une infante defunte,henry kendall,8136
21762,2721,La Calinda (from Koanga) by Frederick Delius,5,,,,10/9/1951,,1104,frederick delius,frederick delius  #  koanga,henry kendall,4234
21763,2721,My Dearest Dear by Mary Ellis & Ivor Novello,6,,,,10/9/1951,,1104,mary ellis,mary ellis  #  my dearest dear,henry kendall,8056
21764,2721,"A swan (En svane), Op. 25/2 by Edvard Grieg",7,,,,10/9/1951,,1104,edvard grieg,edvard grieg  #  a swan en svane op 25 2,henry kendall,3050
21765,2721,My Lucky Day by Gracie Fields,8,,,,10/9/1951,,1104,gracie fields,gracie fields  #  my lucky day,henry kendall,4880
21766,2722,1812 Overture by Peter Ilyich Tchaikovsky,1,,,,10/2/1951,,1713,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  1812 overture,mai zetterling,9458
21767,2722,"Sigh, Sedges, Sigh, Op. 36/4 by Jean Sibelius",2,,,,10/2/1951,,1713,jean sibelius,jean sibelius  #  sigh sedges sigh op 36 4,mai zetterling,5740
21768,2722,Nights in the Gardens of Spain by Jacqueline Blancard,3,,,,10/2/1951,,1713,jacqueline blancard,jacqueline blancard  #  nights in the gardens of spain,mai zetterling,5592
21769,2722,"Aufschwung (from Fantasiestücke, Op. 12) by Robert Schumann",4,,,,10/2/1951,,1713,robert schumann,robert schumann  #  fantasiestucke op 12,mai zetterling,10217
21770,2722,To be or not to be (from Hamlet) by William Walton,5,,,,10/2/1951,,1713,william walton,william walton  #  hamlet,mai zetterling,12980
21771,2722,Sonata No. 4 In D minor by Johann Sebastian Bach,6,,,,10/2/1951,,1713,johann sebastian bach,johann sebastian bach  #  sonata in d minor,mai zetterling,6144
21772,2722,Ballad for Americans by Paul Robeson,7,,,,10/2/1951,,1713,paul robeson,paul robeson  #  ballad for americans,mai zetterling,9212
21773,2722,Symphony No. 3 in B Flat Major by Ludwig van Beethoven,8,,,,10/2/1951,,1713,ludwig van beethoven,ludwig van beethoven  #  symphony no 3,mai zetterling,7733
21774,2723,Nutcracker Suite - Dance of the Sugar Plum Fairy by Peter Ilyich Tchaikovsky,1,,,,9/25/1951,,984,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  dance of the sugar plum fairy,george robey,9461
21775,2723,I'll See You Again by Noël Coward,2,,,,9/25/1951,,984,noel coward,noel coward  #  i ll see you again,george robey,8863
21776,2723,Piano Concerto in A Minor by Edvard Grieg,3,,,,9/25/1951,,984,edvard grieg,edvard grieg  #  piano concerto,george robey,3059
21777,2723,Gilbert & Sullivan - The Gondoliers by Arthur Sullivan,4,,,,9/25/1951,,984,arthur sullivan,arthur sullivan  #  the gondoliers,george robey,652
21778,2723,Mondo ladro (from Falstaff) by Giuseppe Verdi,5,,,,9/25/1951,,984,giuseppe verdi,giuseppe verdi  #  falstaff,george robey,4751
21779,2723,Liebesfreud by Fritz Kreisler,6,,,,9/25/1951,,984,fritz kreisler,fritz kreisler  #  liebesfreud,george robey,4263
21780,2723,Glamorous Nights by Drury Lane Theatre Orchestra,7,,,,9/25/1951,,984,drury lane theatre orchestra,drury lane theatre orchestra  #  glamorous nights,george robey,2833
21781,2723,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,8,,,,9/25/1951,,984,edward elgar,edward elgar  #  land of hope and glory,george robey,3079
21782,2724,Fantasia On Greensleeves by Ralph Vaughan Williams,1,,,,9/18/1951,,2453,ralph vaughan williams,ralph vaughan williams  #  fantasia on greensleeves,sally ann howes,9845
21783,2724,Oh What A Beautiful Morning by Howard Keel,2,,,,9/18/1951,,2453,howard keel,howard keel  #  oh what a beautiful morning,sally ann howes,5319
21784,2724,God Be In My Head by Templars Octet,3,,,,9/18/1951,,2453,templars octet,templars octet  #  god be in my head,sally ann howes,11333
21785,2724,Jeux d'eau by Maurice Ravel,4,,,,9/18/1951,,2453,maurice ravel,maurice ravel  #  jeux d eau,sally ann howes,8128
21786,2724,"Betty Hutton, Howard Keel - There's No Business Like Show Business",5,,,,9/18/1951,,2453,howard keel,howard keel  #  theres no business like show business,sally ann howes,5322
21787,2724,Daphnis and Chloe Suite No. 2 by Maurice Ravel,6,,,,9/18/1951,,2453,maurice ravel,maurice ravel  #  daphnis and chloe,sally ann howes,8125
21788,2724,She's My Lovely by Bobby Howes,7,,,,9/18/1951,,2453,bobby howes,bobby howes  #  shes my lovely,sally ann howes,1472
21789,2724,Swan Lake by Peter Ilyich Tchaikovsky,8,,,,9/18/1951,,2453,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  swan lake,sally ann howes,9485
21790,2725,Unknown - Fanfare Used At White City Before Big Fights,1,,,,9/12/1951,,928,unknown,unknown  #  fanfare used at white city before big fights,freddie mills,12587
21791,2725,Coronation Scot by Queen’s Hall Light Orchestra,2,,,,9/12/1951,,928,queen s light orchestra,queen s light orchestra  #  coronation scot,freddie mills,9786
21792,2725,You Can't Keep A Good Dreamer Down by Sid Field,3,,,,9/12/1951,,928,sid field,sid field  #  you can t keep a good dreamer down,freddie mills,10812
21793,2725,I've Got A Lovely Bunch Of Coconuts by Danny Kaye,4,,,,9/12/1951,,928,danny kaye,danny kaye  #  i ve got a lovely bunch of coconuts,freddie mills,2375
21794,2725,I'll Get By by Johnny Green,5,,,,9/12/1951,,928,johnny green,johnny green  #  i ll get by,freddie mills,6537
21795,2725,Rock-A-Bye Your Baby With A Dixie Melody by Al Jolson,6,,,,9/12/1951,,928,al jolson,al jolson  #  rock a bye your baby,freddie mills,121
21796,2725,"Frédéric Chopin - Fantaisie-Impromptu in C sharp minor, Op. 66",7,,,,9/12/1951,,928,frederic chopin,frederic chopin  #  fantaisie impromptu in c sharp minor op 66,freddie mills,4182
21797,2725,Beware/RAF Choruses (Selection by Norman Wisdom,8,,,,9/12/1951,,928,norman wisdom,norman wisdom  #  beware raf choruses selection,freddie mills,8906
21798,2726,Bing Crosby - Please,1,,,,9/5/1951,,133,bing crosby,bing crosby  #  please,anne crawford,1263
21799,2726,The Three Bears by Eric Coates,2,,,,9/5/1951,,133,eric coates,eric coates  #  the three bears,anne crawford,3448
21800,2726,These Foolish Things by Jean Sablon,3,,,,9/5/1951,,133,jean sablon,jean sablon  #  these foolish things,anne crawford,5729
21801,2726,Symphony No. 40 In G Minor by Wolfgang Amadeus Mozart,4,,,,9/5/1951,,133,wolfgang amadeus mozart,wolfgang amadeus mozart  #  symphony no 40 in g minor,anne crawford,13154
21802,2726,Dancing In The Dark by Carmen Cavallaro,5,,,,9/5/1951,,133,carmen cavallaro,carmen cavallaro  #  dancing in the dark,anne crawford,1745
21803,2726,Gaîté Parisienne by Jacques Offenbach/Rosenthal,6,,,,9/5/1951,,133,jacques offenbach,jacques offenbach  #  gaite parisienne,anne crawford,5615
21804,2726,CAndy Kisses by George Morgan,7,,,,9/5/1951,,133,george morgan,george morgan  #  candy kisses,anne crawford,4530
21805,2726,Seascape by Queen’s Hall Light Orchestra,8,,,,9/5/1951,,133,queen s light orchestra,queen s light orchestra  #  seascape,anne crawford,9789
21806,2727,Scheherazade by Nikolai Rimsky-Korsakov,1,,,,8/29/1951,,2878,nikolai rimsky korsakov,nikolai rimsky korsakov  #  scheherazade,vivian ellis,8780
21807,2727,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",2,,,,8/29/1951,,2878,johann sebastian bach,johann sebastian bach  #  cantata bwv 147,vivian ellis,6034
21808,2727,Petrushka by Igor Stravinsky,3,,,,8/29/1951,,2878,igor stravinsky,igor stravinsky  #  petrushka,vivian ellis,5422
21809,2727,Air De La Lettre by Yvonne Printemps,4,,,,8/29/1951,,2878,yvonne printemps,yvonne printemps  #  air de la lettre,vivian ellis,13255
21810,2727,Ave Maria by Charles‐François Gounod,5,,,,8/29/1951,,2878,charles francois gounod,charles francois gounod  #  ave maria,vivian ellis,1846
21811,2727,Over The Rainbow by Judy Garland,6,,,,8/29/1951,,2878,judy garland,judy garland  #  over the rainbow,vivian ellis,6746
21812,2727,"Frédéric Chopin - Etude in A flat major, Op. posth",7,,,,8/29/1951,,2878,frederic chopin,frederic chopin  #  etude in a flat,vivian ellis,4174
21813,2727,Richard Wagner - Tristan und Isolde,8,,,,8/29/1951,,2878,richard wagner,richard wagner  #  tristan und isolde,vivian ellis,10142
21814,2728,Nymphs and Shepherds (from The Libertine) by Henry Purcell,1,,,,8/22/1951,,2138,henry purcell,henry purcell  #  the libertine,phyllis calvert,5230
21815,2728,Bing Crosby - Lazy Day,2,,,,8/22/1951,,2138,bing crosby,bing crosby  #  lazy day,phyllis calvert,1259
21816,2728,Symphony In D Minor by César Franck,3,,,,8/22/1951,,2138,cesar franck,cesar franck  #  symphony in d minor,phyllis calvert,1816
21817,2728,The Happy Prince by Oscar Wilde,4,,,,8/22/1951,,2138,oscar wilde,oscar wilde  #  the happy prince,phyllis calvert,9056
21818,2728,I Got Lost in his Arms by Ethel Merman,5,,,,8/22/1951,,2138,ethel merman,ethel merman  #  i got lost in his arms,phyllis calvert,3517
21819,2728,Romance (from The Magic Bow) by Nicolò Paganini/Green,6,,,,8/22/1951,,2138,nicolo paganini,nicolo paganini  #  the magic bow,phyllis calvert,8767
21820,2728,Vanish'd Are Ye (from The Marriage Of Figaro) by Wolfgang Amadeus Mozart,7,,,,8/22/1951,,2138,wolfgang amadeus mozart,wolfgang amadeus mozart  #  the marriage of figaro,phyllis calvert,13164
21821,2728,Symphony No. 2 in D major by Jean Sibelius,8,,,,8/22/1951,,2138,jean sibelius,jean sibelius  #  symphony no 2,phyllis calvert,5744
21822,2729,A Room With A View by Noël Coward,1,,,,8/15/1951,,3,noel coward,noel coward  #  a room with a view,a e matthews,8856
21823,2729,Unknown - British Guards March Medley,2,,,,8/15/1951,,3,unknown,unknown  #  british guards march medley,a e matthews,12584
21824,2729,The Merry Widow by Franz Lehár,3,,,,8/15/1951,,3,franz lehar,franz lehar  #  the merry widow,a e matthews,3994
21825,2729,Medley/The Honeysuckle and The Bee by Ellaline Terriss & Seymour Hicks,4,,,,8/15/1951,,3,ellaline terriss seymour hicks,ellaline terriss seymour hicks  #  the honeysuckle and the bee,a e matthews,3255
21826,2729,Monckton Melodies by BBC Theatre Orchestra,5,,,,8/15/1951,,3,bbc theatre orchestra,bbc theatre orchestra  #  monckton melodies,a e matthews,849
21827,2729,The Jewel Of Asia by Marie Tempest,6,,,,8/15/1951,,3,marie tempest,marie tempest  #  the jewel of asia,a e matthews,7942
21828,2729,The Invincible Eagle by The Band of the Coldstream Guards,7,,,,8/15/1951,,3,the band,the band  #  the invincible eagle,a e matthews,11452
21829,2729,When We Are Married by Albert Sandler Trio,8,,,,8/15/1951,,3,albert sandler,albert sandler  #  when we are married,a e matthews,176
21830,2730,Toccata in G major by Johann Sebastian Bach,1,,,,8/8/1951,,1457,johann sebastian bach,johann sebastian bach  #  toccata in g major,joyce grenfell,6174
21831,2730,Cello Concerto in B minor by Antonín Dvořák,2,,,,8/8/1951,,1457,antonin dvorak,antonin dvorak  #  concerto in b minor,joyce grenfell,460
21832,2730,Vocalise by Sergey Rachmaninov,3,,,,8/8/1951,,1457,sergey rachmaninov,sergey rachmaninov  #  vocalise,joyce grenfell,10715
21833,2730,The Trolley Song by Judy Garland,4,,,,8/8/1951,,1457,judy garland,judy garland  #  the trolley song,joyce grenfell,6755
21834,2730,El mirar de la Maja (from Tonadillas) by Enrique Granados,5,,,,8/8/1951,,1457,enrique granados,enrique granados  #  tonadillas,joyce grenfell,3412
21835,2730,Musical Offering - Ricercar a 6 by Johann Sebastian Bach,6,,,,8/8/1951,,1457,johann sebastian bach,johann sebastian bach  #  musical offering ricercar a 6,joyce grenfell,6112
21836,2730,Depuis trois ans passés (from Mariette) by Oscar Straus,7,,,,8/8/1951,,1457,oscar straus,oscar straus  #  mariette,joyce grenfell,9051
21837,2730,Nymphs and Shepherds (from The Libertine) by Henry Purcell,8,,,,8/8/1951,,1457,henry purcell,henry purcell  #  the libertine,joyce grenfell,5230
