,episode_ref,track_name,trackNo,favourite,artist,disc,date,name,castaway_ref,std_artist,std_disc,std_name,disc_ref
21838,2731,The Three Bears Suite by Foden's Band,1,,,,8/1/1951,,1310,foden s band,foden s band  #  the three bears,jimmy edwards,3728
21839,2731,Elfriede by George Swift,2,,,,8/1/1951,,1310,george swift,george swift  #  elfriede,jimmy edwards,4539
21840,2731,Little Bo(p) Peep by The Ray Ellington Quartet,3,,,,8/1/1951,,1310,the ray ellington quartet,the ray ellington quartet  #  little bo p peep,jimmy edwards,12039
21841,2731,The Policeman's Holiday by The Keynotes,4,,,,8/1/1951,,1310,the keynotes,the keynotes  #  the policemans holiday,jimmy edwards,11839
21842,2731,Stumbling by Sid Phillips & His Band,5,,,,8/1/1951,,1310,sid phillips,sid phillips  #  stumbling,jimmy edwards,10814
21843,2731,Concerto No. 1 in E For Horn and Orchestra by Richard Strauss,6,,,,8/1/1951,,1310,richard strauss,richard strauss  #  concerto for orchestra,jimmy edwards,10061
21844,2731,Sid Field Plays Golf by Sid Field and Company,7,,,,8/1/1951,,1310,sid field,sid field  #  sid field plays golf,jimmy edwards,10811
21845,2731,Four Sea Interludes from Peter Grimes - Storm by Benjamin Britten,8,,,,8/1/1951,,1310,benjamin britten,benjamin britten  #  peter grimes,jimmy edwards,955
21846,2732,Gaîté Parisienne by Jacques Offenbach/Rosenthal,1,,,,7/25/1951,,1277,jacques offenbach,jacques offenbach  #  gaite parisienne,jean kent,5615
21847,2732,A Little Of What You Fancy Does You Good by Marie Lloyd,2,,,,7/25/1951,,1277,marie lloyd,marie lloyd  #  a little of what you fancy does you good,jean kent,7939
21848,2732,Girls were made to love and kiss (from Paganini) by Franz Lehár,3,,,,7/25/1951,,1277,franz lehar,franz lehar  #  paganini,jean kent,3990
21849,2732,Arabesque No. 1 by Claude Debussy,4,,,,7/25/1951,,1277,claude debussy,claude debussy  #  arabesque no 1,jean kent,2097
21850,2732,Jubilee Stomp by Duke Ellington & His Orchestra,5,,,,7/25/1951,,1277,duke ellington,duke ellington  #  jubilee stomp,jean kent,2866
21851,2732,Johann Strauss II - Ach wie so herrlich (from A Night in Venice),6,,,,7/25/1951,,1277,johann strauss ii,johann strauss ii  #  a night in venice,jean kent,6200
21852,2732,Rigoletto: Concert Paraphrase by Giuseppe Verdi/Liszt,7,,,,7/25/1951,,1277,giuseppe verdi,giuseppe verdi  #  rigoletto concert paraphrase,jean kent,4778
21853,2732,Johann Strauss II - Die Fledermaus Act 2 (finale),8,,,,7/25/1951,,1277,johann strauss ii,johann strauss ii  #  die fledermaus,jean kent,6204
21854,2733,The Wheel Tapper by Stanley Holloway,1,,,,7/18/1951,,1598,stanley holloway,stanley holloway  #  the wheel tapper,leslie henson,11076
21855,2733,My One and Only by Fred Astaire,2,,,,7/18/1951,,1598,fred astaire,fred astaire  #  my one and only,leslie henson,4128
21856,2733,The Waltz in Swing Time by The BBC Dance Orchestra,3,,,,7/18/1951,,1598,the bbc dance orchestra,the bbc dance orchestra  #  swing time,leslie henson,11474
21857,2733,On Your Toes by Jack Whiting & Carroll Gibbons,4,,,,7/18/1951,,1598,carroll gibbons,carroll gibbons  #  on your toes,leslie henson,1769
21858,2733,The Windsor Melody by Mantovani and his Concert Orchestra,5,,,,7/18/1951,,1598,mantovani and his orchestra,mantovani and his orchestra  #  the windsor melody,leslie henson,7887
21859,2733,She's My Lovely by Bobby Howes,6,,,,7/18/1951,,1598,bobby howes,bobby howes  #  shes my lovely,leslie henson,1472
21860,2733,"Ivor Novello Selection by Olive Gilbert, Helen Hill et al",7,,,,7/18/1951,,1598,olive gilbert,olive gilbert  #  ivor novello selection,leslie henson,8955
21861,2733,A Little Co-Operation From You by Louise Browne & Roy Royston,8,,,,7/18/1951,,1598,louise browne roy royston,louise browne roy royston  #  you,leslie henson,7614
21862,2734,Halcyon Days and Elizabeth Tudor by National Symphony Orchestra,1,,,,7/11/1951,,463,national symphony orchestra,national symphony orchestra  #  halcyon days and elizabeth tudor,cicely courtneidge,8649
21863,2734,I'll Be Around by The Mills Brothers,2,,,,7/11/1951,,463,the mills brothers,the mills brothers  #  i ll be around,cicely courtneidge,11933
21864,2734,Rhapsody in Blue by George Gershwin,3,,,,7/11/1951,,463,george gershwin,george gershwin  #  rhapsody in blue,cicely courtneidge,4493
21865,2734,A Midsummer Nights Dream Overture by Felix Mendelssohn,4,,,,7/11/1951,,463,felix mendelssohn,felix mendelssohn  #  a midsummer nights dream,cicely courtneidge,3636
21866,2734,Bing Crosby - I'll Be Seeing You,5,,,,7/11/1951,,463,bing crosby,bing crosby  #  i ll be seeing you,cicely courtneidge,1246
21867,2734,Carnival of the Animals by Camille Saint‐Saëns,6,,,,7/11/1951,,463,camille saint saens,camille saint saens  #  carnival of the animals,cicely courtneidge,1665
21868,2734,The Laughing Policeman by Charles Penrose,7,,,,7/11/1951,,463,charles penrose,charles penrose  #  the laughing policeman,cicely courtneidge,1870
21869,2734,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,8,,,,7/11/1951,,463,edward elgar,edward elgar  #  land of hope and glory,cicely courtneidge,3079
21870,2735,Ragamuffin by Albert Sandler Trio,1,,,,7/4/1951,,2679,albert sandler,albert sandler  #  ragamuffin,stanley holloway,174
21871,2735,"Bing Crosby - The Waiter, the Porter and the Upstairs Maid",2,,,,7/4/1951,,2679,bing crosby,bing crosby  #  the waiter the porter and the upstairs maid,stanley holloway,1277
21872,2735,Concerto symphonique No. 4 in D minor - 2nd movement (Scherzo) by Henry Litolff,3,,,,7/4/1951,,2679,henry litolff,henry litolff  #  concerto symphonique no 4 in d minor,stanley holloway,5193
21873,2735,Selling a Car by Harry Tate and Company,4,,,,7/4/1951,,2679,harry tate and company,harry tate and company  #  selling a car,stanley holloway,5120
21874,2735,Chanson de matin by Edward Elgar,5,,,,7/4/1951,,2679,edward elgar,edward elgar  #  chanson de matin,stanley holloway,3069
21875,2735,Memory Street by Elsa Macfarlane & Stanley Holloway,6,,,,7/4/1951,,2679,stanley holloway,stanley holloway  #  memory street,stanley holloway,11069
21876,2735,Three Green Bonnets by Gracie Fields,7,,,,7/4/1951,,2679,gracie fields,gracie fields  #  three green bonnets,stanley holloway,4894
21877,2735,"Farewell, said he, Minnehaha (from Hiawatha) by Howard Fry",8,,,,7/4/1951,,2679,howard fry,howard fry  #  hiawatha,stanley holloway,5316
21878,2736,White Christmas by Bing Crosby,1,,,,6/27/1951,,300,bing crosby,bing crosby  #  white christmas,bill johnson,1283
21879,2736,Fantasia On Greensleeves by Ralph Vaughan Williams,2,,,,6/27/1951,,300,ralph vaughan williams,ralph vaughan williams  #  fantasia on greensleeves,bill johnson,9845
21880,2736,E Lucevan Le Stelle (from Tosca) by Giacomo Puccini,3,,,,6/27/1951,,300,giacomo puccini,giacomo puccini  #  tosca,bill johnson,4671
21881,2736,"La cathédrale engloutie (from Preludes, Book 1) by Claude Debussy",4,,,,6/27/1951,,300,claude debussy,claude debussy  #  preludes book 1,bill johnson,2118
21882,2736,Bing Crosby - The Last Round Up,5,,,,6/27/1951,,300,bing crosby,bing crosby  #  the last round up,bill johnson,1275
21883,2736,Souvenir De Vienne by Albert Ketèlbey,6,,,,6/27/1951,,300,albert ketelbey,albert ketelbey  #  souvenir de vienne,bill johnson,164
21884,2736,Where is the Life That Late I Led? by Bill Johnson,7,,,,6/27/1951,,300,bill johnson,bill johnson  #  where is the life that late i led,bill johnson,1126
21885,2736,Eri tu che macchiavi (from Un ballo in maschera) by Giuseppe Verdi,8,,,,6/27/1951,,300,giuseppe verdi,giuseppe verdi  #  un ballo in maschera,bill johnson,4783
21886,2737,Cockaigne Overture by Edward Elgar,1,,,,6/20/1951,,841,edward elgar,edward elgar  #  cockaigne overture,eric coates,3070
21887,2737,Pastoral Dance by City of Birmingham Symphony Orchestra,2,,,,6/20/1951,,841,city of birmingham symphony orchestra,city of birmingham symphony orchestra  #  pastoral dance,eric coates,2078
21888,2737,Violin Concerto No 2 in D Minor (Op 22) by Henryk Wieniawski,3,,,,6/20/1951,,841,henryk wieniawski,henryk wieniawski  #  violin concerto no 2 in d minor,eric coates,5245
21889,2737,Prélude à l'après midi d'un faune by Claude Debussy,4,,,,6/20/1951,,841,claude debussy,claude debussy  #  prelude a l apres midi d un faune,eric coates,2117
21890,2737,Clarinet Quintet In B minor by Johannes Brahms,5,,,,6/20/1951,,841,johannes brahms,johannes brahms  #  clarinet quintet in b minor,eric coates,6227
21891,2737,Tambourin Chinois (Opus 3) by Fritz Kreisler,6,,,,6/20/1951,,841,fritz kreisler,fritz kreisler  #  tambourin chinois,eric coates,4268
21892,2737,"Frédéric Chopin - Waltz in E minor, Op. posth",7,,,,6/20/1951,,841,frederic chopin,frederic chopin  #  waltz in e minor op posth,eric coates,4219
21893,2737,Valse by Eric Coates,8,,,,6/20/1951,,841,eric coates,eric coates  #  valse,eric coates,3450
21894,2738,O Paradis (from L'Africaine) by Giacomo Meyerbeer,1,,,,6/13/1951,,1037,giacomo meyerbeer,giacomo meyerbeer  #  l africaine,gracie fields,4642
21895,2738,Fantasia On Greensleeves by Ralph Vaughan Williams,2,,,,6/13/1951,,1037,ralph vaughan williams,ralph vaughan williams  #  fantasia on greensleeves,gracie fields,9845
21896,2738,Old Sam: Pick up tha' Musket by Stanley Holloway,3,,,,6/13/1951,,1037,stanley holloway,stanley holloway  #  old sam pick up tha musket,gracie fields,11071
21897,2738,Zigeunerweisen by Pablo de Sarasate,4,,,,6/13/1951,,1037,pablo de sarasate,pablo de sarasate  #  zigeunerweisen,gracie fields,9094
21898,2738,Showboat by Geraldo and his Romance In Rhythm Orchestra,5,,,,6/13/1951,,1037,geraldo and his orchestra,geraldo and his orchestra  #  showboat,gracie fields,4590
21899,2738,Intermezzo and Serenade (from Hassan) by Frederick Delius,6,,,,6/13/1951,,1037,frederick delius,frederick delius  #  hassan,gracie fields,4230
21900,2738,Una voce poco fa (from The Barber of Seville) by Gioachino Rossini,7,,,,6/13/1951,,1037,gioachino rossini,gioachino rossini  #  the barber of seville,gracie fields,4710
21901,2738,Romeo and Juliet Fantasy Overture by Peter Ilyich Tchaikovsky,8,,,,6/13/1951,,1037,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  romeo and juliet,gracie fields,9478
21902,2739,On The Sunny Side Of The Street by Ted Lewis and His Band,1,,,,6/6/1951,,2805,ted lewis and his band,ted lewis and his band  #  on the sunny side of the street,tommy trinder,11322
21903,2739,I'm A Vulture For Horticulture by Jimmy Durante,2,,,,6/6/1951,,2805,jimmy durante,jimmy durante  #  i m a vulture for horticulture,tommy trinder,5871
21904,2739,Dance of the Hours (from La Gioconda) by Paris Conservatoire Orchestra,3,,,,6/6/1951,,2805,paris conservatoire orchestra,paris conservatoire orchestra  #  la gioconda,tommy trinder,9129
21905,2739,So In Love by Dinah Shore,4,,,,6/6/1951,,2805,dinah shore,dinah shore  #  so in love,tommy trinder,2604
21906,2739,The Whistler and his Dog by Jerry Allen & His Trio,5,,,,6/6/1951,,2805,jerry allen his trio,jerry allen his trio  #  the whistler and his dog,tommy trinder,5804
21907,2739,My Resistance Is Low by Hoagy Carmichael,6,,,,6/6/1951,,2805,hoagy carmichael,hoagy carmichael  #  my resistance is low,tommy trinder,5288
21908,2739,How High the Moon by Les Paul & Mary Ford,7,,,,6/6/1951,,2805,les paul,les paul  #  how high the moon,tommy trinder,7325
21909,2739,Tiger Rag by Duke Ellington & His Orchestra,8,,,,6/6/1951,,2805,duke ellington,duke ellington  #  tiger rag,tommy trinder,2888
21910,2740,Clair de lune (from Suite bergamasque) by Claude Debussy,1,,,,5/30/1951,,544,claude debussy,claude debussy  #  suite bergamasque,dame maggie teyte,2124
21911,2740,"Toccata, Adagio and Fugue in C major by Johann Sebastian Bach",2,,,,5/30/1951,,544,johann sebastian bach,johann sebastian bach  #  toccata in c major,dame maggie teyte,6172
21912,2740,"Der Erlkönig (The Earl King), D328 by Franz Schubert",3,,,,5/30/1951,,544,franz schubert,franz schubert  #  der erlkonig the earl king d328,dame maggie teyte,4035
21913,2740,Adagio For Strings by Samuel Barber,4,,,,5/30/1951,,544,samuel barber,samuel barber  #  adagio for strings,dame maggie teyte,10544
21914,2740,Richard Wagner - Brünnhilde's Immolation (from Götterdämmerung),5,,,,5/30/1951,,544,richard wagner,richard wagner  #  gotterdammerung,dame maggie teyte,10119
21915,2740,The Hebrides Overture (Fingal's Cave) by Felix Mendelssohn,6,,,,5/30/1951,,544,felix mendelssohn,felix mendelssohn  #  the cave,dame maggie teyte,3655
21916,2740,I know that my Redeemer liveth (from Messiah) by George Frideric Handel,7,,,,5/30/1951,,544,george frideric handel,george frideric handel  #  messiah,dame maggie teyte,4446
21917,2740,Masquerade Suite by Aram Khachaturian,8,,,,5/30/1951,,544,aram khachaturian,aram khachaturian  #  masquerade suite,dame maggie teyte,536
21918,2741,Sabre Dance (from Gayaneh) by Aram Khachaturian,1,,,,5/23/1951,,123,aram khachaturian,aram khachaturian  #  gayaneh,ann todd,534
21919,2741,Monasterio È Santa Chiara by Carlo Buti,2,,,,5/23/1951,,123,carlo buti,carlo buti  #  monasterio e santa chiara,ann todd,1721
21920,2741,Gaîté Parisienne by Jacques Offenbach/Rosenthal,3,,,,5/23/1951,,123,jacques offenbach,jacques offenbach  #  gaite parisienne,ann todd,5615
21921,2741,Ave Maria by Charles‐François Gounod,4,,,,5/23/1951,,123,charles francois gounod,charles francois gounod  #  ave maria,ann todd,1846
21922,2741,Skye Boat Song by Luton Girls Choir,5,,,,5/23/1951,,123,luton girls choir,luton girls choir  #  skye boat song,ann todd,7788
21923,2741,Daphnis and Chloe -Daybreak by Maurice Ravel,6,,,,5/23/1951,,123,maurice ravel,maurice ravel  #  daphnis and chloe,ann todd,8125
21924,2741,Alfred Drake & Joan Roberts - People Will Say We're In Love,7,,,,5/23/1951,,123,joan roberts,joan roberts  #  people will say we re in love,ann todd,5953
21925,2741,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,8,,,,5/23/1951,,123,sergey rachmaninov,sergey rachmaninov  #  piano concerto in c minor,ann todd,10692
21926,2742,La Mer by Charles Trenet,1,,,,5/16/1951,,648,charles trenet,charles trenet  #  la mer,denis compton w j edrich,1879
21927,2742,Swan Lake - Waltz by Peter Ilyich Tchaikovsky,2,,,,5/16/1951,,648,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  swan lake,denis compton w j edrich,9485
21928,2742,If I Loved You by Iva Withers/Stephen Douglass,3,,,,5/16/1951,,648,iva withers stephen douglass,iva withers stephen douglass  #  i loved you,denis compton w j edrich,5506
21929,2742,Sanctus (from Requiem Mass) by Giuseppe Verdi,4,,,,5/16/1951,,648,giuseppe verdi,giuseppe verdi  #  requiem mass,denis compton w j edrich,4774
21930,2742,So In Love by Bill Johnson,5,,,,5/16/1951,,648,bill johnson,bill johnson  #  so in love,denis compton w j edrich,1125
21931,2742,Ballin' The Jack by Danny Kaye,6,,,,5/16/1951,,648,danny kaye,danny kaye  #  ballin the jack,denis compton w j edrich,2372
21932,2742,"Victory Test Match Calypso (England VS West Indies, Lord's, 1950) by Lord Beginner & the Calypso Rhythm Kings",7,,,,5/16/1951,,648,rhythm kings,rhythm kings  #  victory test match,denis compton w j edrich,10018
21933,2742,Nature Boy by Dick Haymes & The Song Spinners,8,,,,5/16/1951,,648,the spinners,the spinners  #  nature boy,denis compton w j edrich,12154
21934,2743,Rhapsody on a Theme of Paganini by Sergey Rachmaninov,1,,,,5/9/1951,,1563,sergey rachmaninov,sergey rachmaninov  #  rhapsody on a theme of paganini,larry adler,10702
21935,2743,"String Quartet No. 23 in F major, K590 by Wolfgang Amadeus Mozart",2,,,,5/9/1951,,1563,wolfgang amadeus mozart,wolfgang amadeus mozart  #  string quartet in f major,larry adler,13140
21936,2743,Symphony No. 40 In G Minor by Wolfgang Amadeus Mozart,3,,,,5/9/1951,,1563,wolfgang amadeus mozart,wolfgang amadeus mozart  #  symphony no 40 in g minor,larry adler,13154
21937,2743,Concerto for Two Violins in D minor by Johann Sebastian Bach,4,,,,5/9/1951,,1563,johann sebastian bach,johann sebastian bach  #  concerto in d minor,larry adler,6079
21938,2743,Symphony No. 1 in C minor by Johannes Brahms,5,,,,5/9/1951,,1563,johannes brahms,johannes brahms  #  symphony no 1 in c minor,larry adler,6269
21939,2743,Violin Concerto No. 2 in G Minor by Sergei Prokofiev,6,,,,5/9/1951,,1563,sergei prokofiev,sergei prokofiev  #  violin concerto in g minor,larry adler,10676
21940,2743,Piano Concerto No. 2 in C Minor by Sergey Rachmaninov,7,,,,5/9/1951,,1563,sergey rachmaninov,sergey rachmaninov  #  piano concerto in c minor,larry adler,10692
21941,2743,Violin Concerto in D Major by Ludwig van Beethoven,8,,,,5/9/1951,,1563,ludwig van beethoven,ludwig van beethoven  #  violin concerto,larry adler,7754
21942,2744,Aba Daba Honeymoon (from Two Weeks With Love) by Debbie Reynolds,1,,,,5/2/1951,,2125,debbie reynolds,debbie reynolds  #  two weeks with love,petula clark,2518
21943,2744,Story of the Stars by Jack Pleis,2,,,,5/2/1951,,2125,jack pleis,jack pleis  #  the story,petula clark,5564
21944,2744,"Dear, Dear, Dear by Champ Butler",3,,,,5/2/1951,,2125,champ butler,champ butler  #  dear dear dear,petula clark,1820
21945,2744,La Valse by Maurice Ravel,4,,,,5/2/1951,,2125,maurice ravel,maurice ravel  #  la valse,petula clark,8130
21946,2744,A Friend of Johnny's by Jo Stafford,5,,,,5/2/1951,,2125,jo stafford,jo stafford  #  a friend of johnnys,petula clark,5910
21947,2744,Gipsy Fiddler by Ron Goodwin and His Concert Orchestra,6,,,,5/2/1951,,2125,ron goodwin,ron goodwin  #  gipsy fiddler,petula clark,10320
21948,2744,Life's Desire by Jimmy Young,7,,,,5/2/1951,,2125,jimmy young,jimmy young  #  lifes desire,petula clark,5907
21949,2744,Temptation by Jo Stafford,8,,,,5/2/1951,,2125,jo stafford,jo stafford  #  temptation,petula clark,5914
21950,2745,Eton Boating Song by John Rorke,1,,,,4/25/1951,,1732,john rorke,john rorke  #  eton boating song,margaret lockwood,6461
21951,2745,La traviata Prelude to Act 1 by Giuseppe Verdi,2,,,,4/25/1951,,1732,giuseppe verdi,giuseppe verdi  #  la traviata,margaret lockwood,4763
